hodnota,rok,orp,okres,kraj,typHodnoty,pohlavi,vekovaSkupina
1821.8289474925,2016,,,CZ010,1,0,0
1469.9429738931,2016,,,CZ020,1,0,0
7702.0931934007,2016,,,CZ031,1,0,0
3173.0945678782,2016,,,CZ032,1,0,0
4531.5269560772,2016,,,CZ041,1,0,0
3802.2619481941,2016,,,CZ042,1,0,0
3982.6979478803,2016,,,CZ051,1,0,0
3005.5680842996,2016,,,CZ052,1,0,0
1568.8612785135,2016,,,CZ053,1,0,0
2780.1181098496,2016,,,CZ063,1,0,0
1771.5799526242,2016,,,CZ064,1,0,0
1940.9192200996,2016,,,CZ071,1,0,0
1972.2505157022,2016,,,CZ072,1,0,0
2331.2809498141,2016,,,CZ080,1,0,0
2690.831595251,2016,,,CZ000,1,0,0
1306.4,2008,,CZ0805,,1,0,0
2947.5,2013,,CZ0805,,1,0,0
1476.6,2007,,CZ0723,,1,0,0
1471.3,2008,,CZ0723,,1,0,0
0,2015,,CZ0801,,1,0,0
3281.76,2007,,CZ0803,,1,0,0
5898.2,2008,,CZ0802,,1,0,0
2191.5,2012,,CZ0631,,1,0,0
2415.5,2007,,CZ0631,,1,0,0
1647.2,2010,,CZ0533,,1,0,0
4745.8,2010,,CZ0632,,1,0,0
1518.6,2012,,CZ0633,,1,0,0
3627,2011,,CZ0642,,1,0,0
398.23,2007,,CZ0643,,1,0,0
2949.3,2011,,CZ0635,,1,0,0
2090.4,2011,,CZ0641,,1,0,0
1068.6,2011,,CZ0634,,1,0,0
1131.8,2010,,CZ0634,,1,0,0
1634.5,2008,,CZ0646,,1,0,0
2768.8,2010,,CZ0645,,1,0,0
0,2015,,CZ0646,,1,0,0
2101.9,2008,,CZ0711,,1,0,0
1745.4,2013,,CZ0712,,1,0,0
1307.7,2009,,CZ0714,,1,0,0
0,2015,,CZ0714,,1,0,0
2087.1,2011,,CZ0722,,1,0,0
1120,2008,,CZ0715,,1,0,0
2366,2013,,CZ0715,,1,0,0
948.3,2010,,CZ0721,,1,0,0
1639.1,2011,,,CZ020,1,0,0
0,2015,,,CZ020,1,0,0
0,1999,,,CZ020,1,0,0
2365.6,2004,,,CZ031,1,0,0
2436.2,2013,,,CZ041,1,0,0
0,1995,,,CZ032,1,0,0
1661.2,2009,,,CZ041,1,0,0
0,2014,,,CZ032,1,0,0
0,1998,,,CZ032,1,0,0
3383.6,2006,,,CZ032,1,0,0
3608.2,2013,,,CZ051,1,0,0
2382,2009,,,CZ051,1,0,0
1884.8,2003,,,CZ051,1,0,0
0,1999,,,CZ051,1,0,0
0,1999,,,CZ042,1,0,0
2305.3,2003,,,CZ042,1,0,0
0,1996,,,CZ042,1,0,0
1611,2010,,,CZ042,1,0,0
2596.3,2012,,,CZ042,1,0,0
3405.9,2010,,,CZ052,1,0,0
0,2014,,,CZ052,1,0,0
0,1998,,,CZ052,1,0,0
2934.2,2001,,,CZ052,1,0,0
2547.2,2012,,,CZ053,1,0,0
0,2014,,,CZ053,1,0,0
3319.2,2013,,,CZ063,1,0,0
0,2000,,,CZ053,1,0,0
0,2000,,,CZ064,1,0,0
2417.7,2002,,,CZ064,1,0,0
1875.1,2008,,,CZ071,1,0,0
1929.7,2001,,,CZ071,1,0,0
2132.9,2013,,,CZ064,1,0,0
0,1995,,,CZ063,1,0,0
3200.9,2006,,,CZ063,1,0,0
1956.5,2006,,,CZ072,1,0,0
0,2000,,,CZ072,1,0,0
0,1999,,,CZ071,1,0,0
2259.8,2005,,,CZ071,1,0,0
2080.8,2013,,,CZ080,1,0,0
2847.3,2006,,,CZ080,1,0,0
2082.9,2011,,,CZ080,1,0,0
2811.6,2002,,,CZ080,1,0,0
0,1995,,,CZ080,1,0,0
2373.6,2013,,,CZ000,1,0,0
3157.7,2003,,,CZ010,1,0,0
2075,2010,,,CZ010,1,0,0
2953,2007,,,CZ010,1,0,0
1431.5,2011,,CZ0201,,1,0,0
2174.7,2009,,,CZ000,1,0,0
2679.9,2006,,,CZ000,1,0,0
2670.2,2011,,CZ0205,,1,0,0
529.1,2010,,CZ0204,,1,0,0
1274.5,2011,,CZ020C,,1,0,0
1889,2008,,CZ020B,,1,0,0
2088,2009,,CZ020B,,1,0,0
0,2015,,CZ020A,,1,0,0
0,2015,,CZ0208,,1,0,0
885.3,2013,,CZ0207,,1,0,0
883.7,2010,,CZ0207,,1,0,0
0,2015,,CZ0209,,1,0,0
1398.1,2010,,CZ0209,,1,0,0
0,2015,,CZ0312,,1,0,0
1547.9,2011,,CZ0315,,1,0,0
6478.9,2012,,CZ0313,,1,0,0
9210,2012,,CZ0314,,1,0,0
2525.13,2007,,CZ0317,,1,0,0
1856.6,2009,,CZ0317,,1,0,0
1331.33,2007,,CZ0316,,1,0,0
1647.4,2008,,CZ0316,,1,0,0
1977.4,2013,,CZ0316,,1,0,0
2724.9,2011,,CZ0323,,1,0,0
6426.5,2013,,CZ0322,,1,0,0
1555.6,2008,,CZ0324,,1,0,0
440.8,2010,,CZ0325,,1,0,0
0,2015,,CZ0326,,1,0,0
2576.1,2011,,CZ0411,,1,0,0
1138.4,2010,,CZ0327,,1,0,0
2977,2009,,CZ0422,,1,0,0
1668.7,2010,,CZ0421,,1,0,0
2356.4,2012,,CZ0412,,1,0,0
1526.2,2011,,CZ0427,,1,0,0
1582.3,2009,,CZ0426,,1,0,0
2367.4,2012,,CZ0511,,1,0,0
2042.5,2009,,CZ0512,,1,0,0
3747.1,2012,,CZ0513,,1,0,0
2155.66,2007,,CZ0522,,1,0,0
3466.25,2007,,CZ0525,,1,0,0
0,2015,,CZ0531,,1,0,0
2882.7,2010,,CZ0531,,1,0,0
2852.4,2011,,CZ0524,,1,0,0
3821.9,2013,,CZ0525,,1,0,0
1490.2,2008,,CZ0804,,1,0,0
2997.6,2010,,CZ0805,,1,0,0
3166.7,2008,,CZ0635,,1,0,0
3162.9,2012,,CZ0635,,1,0,0
0,2015,,CZ0642,,1,0,0
283.1,2010,,CZ0643,,1,0,0
456.4,2013,,CZ0643,,1,0,0
2563.1,2008,,CZ0645,,1,0,0
1109.4,2013,,CZ0646,,1,0,0
3168.6,2013,,CZ0645,,1,0,0
2147.55,2007,,CZ0711,,1,0,0
1682,2012,,CZ0711,,1,0,0
1045.5,2013,,CZ0647,,1,0,0
1035.1,2011,,CZ0721,,1,0,0
3136,2009,,CZ0712,,1,0,0
876.3,2010,,CZ0713,,1,0,0
2887.53,2007,,CZ0724,,1,0,0
1346.63,2007,,CZ0722,,1,0,0
1340.2,2013,,CZ0802,,1,0,0
3095.9,2009,,CZ0803,,1,0,0
0,2015,,CZ0803,,1,0,0
1015,2010,,CZ0802,,1,0,0
1918,2008,,,CZ031,1,0,0
2392,2010,,,CZ031,1,0,0
3602.8,2010,,,CZ032,1,0,0
0,1998,,,CZ031,1,0,0
1418.9,2009,,,CZ020,1,0,0
0,1997,,,CZ020,1,0,0
0,2000,,,CZ020,1,0,0
2491.6,2013,,,CZ042,1,0,0
0,1998,,,CZ041,1,0,0
0,2015,,,CZ042,1,0,0
0,1995,,,CZ041,1,0,0
0,1999,,,CZ041,1,0,0
2482.5,2006,,,CZ042,1,0,0
2044,2011,,,CZ041,1,0,0
3677.5,2005,,,CZ032,1,0,0
0,2015,,,CZ041,1,0,0
3028.3,2001,,,CZ041,1,0,0
3452.2,2004,,,CZ041,1,0,0
2894.5,2008,,,CZ032,1,0,0
2276.8,2010,,,CZ053,1,0,0
0,1996,,,CZ052,1,0,0
2990,2008,,,CZ052,1,0,0
3616.9,2012,,,CZ052,1,0,0
2972.4,2011,,,CZ051,1,0,0
2420.2,2005,,,CZ042,1,0,0
0,2015,,,CZ051,1,0,0
2723.6,2002,,,CZ063,1,0,0
3067.8,2005,,,CZ063,1,0,0
0,2000,,,CZ063,1,0,0
0,2014,,,CZ064,1,0,0
2022.3,2012,,,CZ064,1,0,0
2458.6,2006,,,CZ064,1,0,0
2380.5,2004,,,CZ064,1,0,0
2669.5,2005,,,CZ080,1,0,0
2173.5,2009,,,CZ010,1,0,0
1878.8,2011,,,CZ010,1,0,0
2721.7,2008,,,CZ080,1,0,0
2507.3,2004,,,CZ080,1,0,0
0,2000,,,CZ000,1,0,0
0,1997,,,CZ010,1,0,0
2598.6,2011,,,CZ072,1,0,0
0,1995,,,CZ071,1,0,0
2132.8,2013,,,CZ072,1,0,0
1776.1,2009,,,CZ072,1,0,0
0,1996,,,CZ072,1,0,0
0,2014,,,CZ080,1,0,0
1883.7,2010,,,CZ080,1,0,0
1959.8,2009,,CZ0205,,1,0,0
2361.3,2008,,CZ0205,,1,0,0
0,2015,,CZ0204,,1,0,0
2086.16,2007,,CZ0204,,1,0,0
0,1996,,,CZ000,1,0,0
2014.8,2010,,CZ0202,,1,0,0
1718.8,2013,,CZ0203,,1,0,0
1454.12,2007,,CZ0207,,1,0,0
2340.7,2013,,CZ0208,,1,0,0
120.29,2007,,CZ020A,,1,0,0
1418.9,2009,,CZ0209,,1,0,0
701.9,2008,,CZ020C,,1,0,0
2833.2,2013,,CZ0311,,1,0,0
3023.5,2010,,CZ020B,,1,0,0
2355.33,2007,,CZ0312,,1,0,0
974.5,2009,,CZ0313,,1,0,0
2625.3,2009,,CZ0321,,1,0,0
2568.4,2009,,CZ0322,,1,0,0
2350.6,2008,,CZ0317,,1,0,0
4700.4,2011,,CZ0314,,1,0,0
2482.1,2011,,CZ0327,,1,0,0
5022.93,2007,,CZ0326,,1,0,0
163,2011,,CZ0325,,1,0,0
2214.7,2013,,CZ0326,,1,0,0
0,2015,,CZ0324,,1,0,0
1223,2011,,CZ0413,,1,0,0
2261.2,2011,,CZ0412,,1,0,0
3348.53,2007,,CZ0421,,1,0,0
3137.5,2008,,CZ0422,,1,0,0
2561.4,2010,,CZ0422,,1,0,0
3442,2011,,CZ0425,,1,0,0
1541.5,2012,,CZ0423,,1,0,0
1956.7,2008,,CZ0427,,1,0,0
2177.4,2012,,CZ0427,,1,0,0
926.7,2010,,CZ0426,,1,0,0
0,2015,,CZ0426,,1,0,0
2490,2008,,CZ0513,,1,0,0
2385.59,2007,,CZ0513,,1,0,0
4021,2013,,CZ0513,,1,0,0
2305.4,2012,,CZ0512,,1,0,0
2913.4,2011,,CZ0514,,1,0,0
0,2015,,CZ0514,,1,0,0
3856.64,2007,,CZ0521,,1,0,0
2705.9,2013,,CZ0521,,1,0,0
3936.63,2007,,CZ0524,,1,0,0
2371.3,2008,,CZ0522,,1,0,0
2548.3,2008,,CZ0531,,1,0,0
1623.2,2010,,CZ0532,,1,0,0
2937.01,2007,,CZ0534,,1,0,0
1981.8,2013,,CZ0534,,1,0,0
2198.8,2011,,CZ0631,,1,0,0
2643.01,2007,,CZ0633,,1,0,0
1680,2013,,CZ0633,,1,0,0
2075,2010,,CZ0100,,1,0,0
1628.0700227118,2017,,,CZ010,1,0,0
1501.600577813,2017,,,CZ020,1,0,0
7621.4837760881,2017,,,CZ031,1,0,0
2745.896261921,2017,,,CZ032,1,0,0
3242.7576611078,2017,,,CZ041,1,0,0
3481.1441072823,2017,,,CZ042,1,0,0
2279.0258859603,2017,,,CZ051,1,0,0
2950.7232485186,2017,,,CZ052,1,0,0
1343.6624565243,2017,,,CZ053,1,0,0
1896.5368101537,2017,,,CZ063,1,0,0
1388.7606450613,2017,,,CZ064,1,0,0
2153.4180022207,2017,,,CZ071,1,0,0
2187.8467821192,2017,,,CZ072,1,0,0
2624.3582385237,2017,,,CZ080,1,0,0
2467.7686234492,2017,,,CZ000,1,0,0
2636.7,2008,,CZ0100,,1,0,0
1214.6,2009,,CZ0806,,1,0,0
1374.8,2012,,CZ0806,,1,0,0
2338.7,2010,,CZ0803,,1,0,0
0,2015,,CZ0804,,1,0,0
3255,2011,,CZ0805,,1,0,0
2289.46,2007,,CZ0642,,1,0,0
2528.39,2007,,CZ0641,,1,0,0
1454.47,2007,,CZ0634,,1,0,0
1776.6,2011,,CZ0633,,1,0,0
1494.2,2010,,CZ0633,,1,0,0
1255.6,2009,,CZ0633,,1,0,0
1777.87,2007,,CZ0647,,1,0,0
1868.4,2009,,CZ0711,,1,0,0
1939.8,2013,,CZ0711,,1,0,0
435.6,2009,,CZ0643,,1,0,0
2524.9,2012,,CZ0644,,1,0,0
2700.2,2012,,CZ0645,,1,0,0
956.3,2009,,CZ0721,,1,0,0
1209.8,2013,,CZ0721,,1,0,0
2467.9,2010,,CZ0715,,1,0,0
1622.4,2008,,CZ0714,,1,0,0
2793.6,2008,,CZ0724,,1,0,0
3374.1,2012,,CZ0801,,1,0,0
1305.8,2012,,CZ0802,,1,0,0
3274,2013,,CZ0724,,1,0,0
1749.8,2012,,CZ0723,,1,0,0
0,2014,,,CZ020,1,0,0
0,1999,,,CZ031,1,0,0
2642.8,2005,,,CZ031,1,0,0
2022.7,2001,,,CZ031,1,0,0
1989.5,2008,,,CZ041,1,0,0
2201.7,2010,,,CZ041,1,0,0
0,1996,,,CZ032,1,0,0
0,2000,,,CZ032,1,0,0
0,1996,,,CZ041,1,0,0
2020.4,2013,,,CZ053,1,0,0
2718.6,2002,,,CZ052,1,0,0
2836.9,2005,,,CZ052,1,0,0
0,1997,,,CZ042,1,0,0
2726.3,2005,,,CZ051,1,0,0
2350.5,2001,,,CZ053,1,0,0
2448.7,2003,,,CZ053,1,0,0
2646.4,2005,,,CZ053,1,0,0
0,1998,,,CZ063,1,0,0
0,1998,,,CZ064,1,0,0
0,2014,,,CZ072,1,0,0
0,1997,,,CZ072,1,0,0
0,1995,,,CZ064,1,0,0
2284.9,2007,,,CZ071,1,0,0
1771,2010,,,CZ071,1,0,0
0,1995,,,CZ010,1,0,0
2380.5,2012,,,CZ000,1,0,0
2197.4,2010,,,CZ000,1,0,0
2636.7,2008,,,CZ010,1,0,0
1706.8,2012,,,CZ010,1,0,0
0,1999,,,CZ080,1,0,0
2700,2009,,,CZ080,1,0,0
842.9,2011,,CZ0207,,1,0,0
1211.7,2007,,CZ0206,,1,0,0
2941.9,2012,,CZ0205,,1,0,0
1797.2,2013,,CZ0206,,1,0,0
1621.5,2011,,CZ0209,,1,0,0
16.8,2010,,CZ020A,,1,0,0
1501.7,2009,,CZ0203,,1,0,0
0,2015,,CZ0203,,1,0,0
2505.7,2003,,,CZ000,1,0,0
2518.4,2007,,,CZ000,1,0,0
2248.8,2008,,,CZ000,1,0,0
1018.9,2013,,CZ0201,,1,0,0
2155.66,2007,,CZ020C,,1,0,0
2236.9,2011,,CZ020B,,1,0,0
1686.8,2008,,CZ0313,,1,0,0
3594.95,2007,,CZ0313,,1,0,0
838.4,2010,,CZ0315,,1,0,0
2950.6,2013,,CZ0315,,1,0,0
3040.04,2007,,CZ0321,,1,0,0
2642.3,2010,,CZ0317,,1,0,0
1421.2,2010,,CZ0316,,1,0,0
1446.5,2009,,CZ0324,,1,0,0
0,2015,,CZ0325,,1,0,0
0,2015,,CZ0327,,1,0,0
1793.5,2010,,CZ0413,,1,0,0
2316.87,2007,,CZ0411,,1,0,0
2249.92,2007,,CZ0412,,1,0,0
3397,2013,,CZ0412,,1,0,0
2430,2012,,CZ0411,,1,0,0
3397.08,2007,,CZ0424,,1,0,0
2714.8,2013,,CZ0424,,1,0,0
2732,2009,,CZ0424,,1,0,0
1430.8,2013,,CZ0423,,1,0,0
2350.47,2007,,CZ0427,,1,0,0
1114.7,2013,,CZ0426,,1,0,0
607.2,2009,,CZ0425,,1,0,0
0,2015,,CZ0512,,1,0,0
1954.3,2010,,CZ0512,,1,0,0
4466.9,2013,,CZ0511,,1,0,0
2691.5,2009,,CZ0514,,1,0,0
3695.2,2008,,CZ0521,,1,0,0
4258.9,2012,,CZ0521,,1,0,0
3545.8,2011,,CZ0525,,1,0,0
3292.5,2009,,CZ0522,,1,0,0
2714.1,2010,,CZ0524,,1,0,0
0,2015,,CZ0524,,1,0,0
1799.6,2013,,CZ0532,,1,0,0
2876.3,2011,,CZ0532,,1,0,0
3086.2,2010,,CZ0534,,1,0,0
4944.9,2011,,CZ0632,,1,0,0
2414.2,2009,,CZ0631,,1,0,0
1628.0700227118,2017,,CZ0100,,1,0,0
1119.3953421683,2017,,CZ0201,,1,0,0
2308.1789820451,2017,,CZ0202,,1,0,0
2116.3988790856,2017,,CZ0203,,1,0,0
1309.9083064186,2017,,CZ0204,,1,0,0
2043.9748105454,2017,,CZ0205,,1,0,0
874.55640139704,2017,,CZ0206,,1,0,0
881.87441542416,2017,,CZ0207,,1,0,0
1786.5131980315,2017,,CZ0208,,1,0,0
1398.456993719,2017,,CZ0209,,1,0,0
0,2017,,CZ020A,,1,0,0
2217.9852717382,2017,,CZ020B,,1,0,0
3453.635262863,2017,,CZ020C,,1,0,0
9331.5884317177,2017,,CZ0311,,1,0,0
13846.556775957,2017,,CZ0312,,1,0,0
3112.0788246679,2017,,CZ0313,,1,0,0
16131.48876761,2017,,CZ0314,,1,0,0
7685.0300581453,2017,,CZ0315,,1,0,0
1565.0648100979,2017,,CZ0316,,1,0,0
2945.8925673165,2017,,CZ0317,,1,0,0
1877.1775585295,2017,,CZ0321,,1,0,0
10597.90472883,2017,,CZ0322,,1,0,0
902.55857113399,2017,,CZ0323,,1,0,0
1164.0718562874,2017,,CZ0324,,1,0,0
2529.4441105385,2017,,CZ0325,,1,0,0
1099.8552821997,2017,,CZ0326,,1,0,0
1226.0348789032,2017,,CZ0327,,1,0,0
1825.3587473285,2017,,CZ0411,,1,0,0
6402.8745833153,2017,,CZ0412,,1,0,0
599.52982464034,2017,,CZ0413,,1,0,0
2308.8531572456,2017,,CZ0421,,1,0,0
8378.3457436104,2017,,CZ0422,,1,0,0
1389.7842485537,2017,,CZ0423,,1,0,0
771.19036591014,2017,,CZ0424,,1,0,0
2717.7675607548,2017,,CZ0425,,1,0,0
1867.1714339129,2017,,CZ0426,,1,0,0
6177.1952466353,2017,,CZ0427,,1,0,0
1608.4099358383,2017,,CZ0511,,1,0,0
1422.7664780717,2017,,CZ0512,,1,0,0
3657.6023408655,2017,,CZ0513,,1,0,0
1023.1803744002,2017,,CZ0514,,1,0,0
1809.0433803093,2017,,CZ0521,,1,0,0
4781.2472490851,2017,,CZ0522,,1,0,0
1575.6369066474,2017,,CZ0523,,1,0,0
3079.5768752695,2017,,CZ0524,,1,0,0
4490.6697233788,2017,,CZ0525,,1,0,0
474.79912344777,2017,,CZ0531,,1,0,0
1744.4169314147,2017,,CZ0532,,1,0,0
2392.9325907432,2017,,CZ0533,,1,0,0
708.85965739659,2017,,CZ0534,,1,0,0
2503.2812566154,2017,,CZ0631,,1,0,0
2803.8129017956,2017,,CZ0632,,1,0,0
115.26336985655,2017,,CZ0633,,1,0,0
2238.4174908902,2017,,CZ0634,,1,0,0
1307.7822792535,2017,,CZ0635,,1,0,0
2356.8184335881,2017,,CZ0641,,1,0,0
1789.8392527712,2017,,CZ0642,,1,0,0
325.00479964894,2017,,CZ0643,,1,0,0
2422.9684607533,2017,,CZ0644,,1,0,0
1113.6722695605,2017,,CZ0645,,1,0,0
1021.302708863,2017,,CZ0646,,1,0,0
795.76529759864,2017,,CZ0647,,1,0,0
2144.3298969072,2017,,CZ0711,,1,0,0
1079.4288645691,2017,,CZ0712,,1,0,0
1189.7313213103,2017,,CZ0713,,1,0,0
2035.2397281244,2017,,CZ0714,,1,0,0
5223.6032539125,2017,,CZ0715,,1,0,0
684.27768063891,2017,,CZ0721,,1,0,0
942.44882193897,2017,,CZ0722,,1,0,0
4207.0587578429,2017,,CZ0723,,1,0,0
2433.7530539372,2017,,CZ0724,,1,0,0
11059.674112442,2017,,CZ0801,,1,0,0
1129.6126239247,2017,,CZ0802,,1,0,0
3245.0333771437,2017,,CZ0803,,1,0,0
2453.401201316,2017,,CZ0804,,1,0,0
2022.4795485962,2017,,CZ0805,,1,0,0
1119.2376916381,2017,,CZ0806,,1,0,0
2952.98,2007,,CZ0100,,1,0,0
1455.4,2008,,CZ0806,,1,0,0
0,2015,,CZ0806,,1,0,0
2631.6,2009,,CZ0644,,1,0,0
383.1,2008,,CZ0643,,1,0,0
330.1,2012,,CZ0643,,1,0,0
2209.4,2013,,CZ0641,,1,0,0
3484.6,2010,,CZ0642,,1,0,0
968.9,2011,,CZ0647,,1,0,0
3020.63,2007,,CZ0645,,1,0,0
1654.9,2012,,CZ0712,,1,0,0
1169.2,2013,,CZ0713,,1,0,0
1663,2012,,CZ0722,,1,0,0
0,2015,,CZ0724,,1,0,0
1527.2,2010,,CZ0723,,1,0,0
1234.2,2008,,CZ0721,,1,0,0
1590.8,2011,,CZ0714,,1,0,0
990.1,2009,,CZ0715,,1,0,0
2288.9,2011,,CZ0801,,1,0,0
2941.6,2012,,CZ0804,,1,0,0
2374.4,2007,,,CZ042,1,0,0
2421.9,2002,,,CZ042,1,0,0
0,2014,,,CZ041,1,0,0
2787.8,2006,,,CZ041,1,0,0
3336.2,2004,,,CZ032,1,0,0
2386.2,2011,,,CZ031,1,0,0
4987.9,2013,,,CZ031,1,0,0
2120.1,2005,,,CZ020,1,0,0
1479.5,2008,,,CZ020,1,0,0
2029,2002,,,CZ020,1,0,0
2231.8,2009,,,CZ031,1,0,0
2303.7,2003,,,CZ031,1,0,0
2621.7,2013,,,CZ032,1,0,0
2755.6,2003,,,CZ052,1,0,0
0,1999,,,CZ052,1,0,0
2070.7,2004,,,CZ051,1,0,0
1882.9,2009,,,CZ064,1,0,0
2401.8,2001,,,CZ064,1,0,0
2338.5,2011,,,CZ064,1,0,0
0,1996,,,CZ063,1,0,0
2663.8,2011,,,CZ063,1,0,0
2960.1,2007,,,CZ063,1,0,0
0,1995,,,CZ072,1,0,0
2806.3,2007,,,CZ080,1,0,0
1824.4,2007,,,CZ072,1,0,0
0,1998,,,CZ072,1,0,0
1662.7,2003,,,CZ072,1,0,0
1833.6,2011,,,CZ071,1,0,0
0,2000,,,CZ071,1,0,0
0,2000,,,CZ010,1,0,0
0,2000,,,CZ080,1,0,0
2516.4,2002,,,CZ000,1,0,0
0,1998,,,CZ000,1,0,0
0,1995,,,CZ000,1,0,0
1828.4,2012,,CZ0201,,1,0,0
2252.5,2011,,,CZ000,1,0,0
1369.5,2011,,CZ0204,,1,0,0
2353.3,2012,,CZ0206,,1,0,0
1915.2,2009,,CZ0202,,1,0,0
1590.15,2007,,CZ0203,,1,0,0
1690.7,2012,,CZ0203,,1,0,0
1210.3,2008,,CZ0207,,1,0,0
2145.11,2007,,CZ0208,,1,0,0
3329.4,2010,,CZ0208,,1,0,0
1963.1,2009,,CZ0208,,1,0,0
4.6,2008,,CZ020A,,1,0,0
27.9,2009,,CZ020A,,1,0,0
5.4,2013,,CZ020A,,1,0,0
30,2012,,CZ020A,,1,0,0
2541.5,2012,,CZ020B,,1,0,0
1889.9,2011,,CZ0311,,1,0,0
1931.9,2008,,CZ0311,,1,0,0
1885.4,2012,,CZ020C,,1,0,0
2293.2,2009,,CZ0312,,1,0,0
0,2015,,CZ0313,,1,0,0
3392.76,2007,,CZ0322,,1,0,0
2919.9,2008,,CZ0322,,1,0,0
6268.2,2012,,CZ0322,,1,0,0
3179.9,2010,,CZ0321,,1,0,0
0,2015,,CZ0317,,1,0,0
1312.8,2012,,CZ0316,,1,0,0
2105.6,2008,,CZ0327,,1,0,0
805,2013,,CZ0327,,1,0,0
2144.7,2013,,CZ0411,,1,0,0
1246.7,2011,,CZ0324,,1,0,0
125.7,2013,,CZ0325,,1,0,0
3778.06,2007,,CZ0323,,1,0,0
2866.4,2013,,CZ0323,,1,0,0
1803.9,2008,,CZ0413,,1,0,0
1298.4,2012,,CZ0413,,1,0,0
0,2015,,CZ0421,,1,0,0
1506.6,2010,,CZ0423,,1,0,0
1765.5,2008,,CZ0423,,1,0,0
3592.9,2008,,CZ0424,,1,0,0
2662.2,2010,,CZ0424,,1,0,0
2655.3,2013,,CZ0425,,1,0,0
1064.96,2007,,CZ0425,,1,0,0
722.3,2012,,CZ0426,,1,0,0
1771.7,2011,,CZ0512,,1,0,0
1685.5,2008,,CZ0511,,1,0,0
2242,2010,,CZ0511,,1,0,0
0,2015,,CZ0511,,1,0,0
0,2015,,CZ0427,,1,0,0
1780.3,2010,,CZ0427,,1,0,0
2801.5,2009,,CZ0513,,1,0,0
2400.6,2010,,CZ0514,,1,0,0
1730.4,2008,,CZ0523,,1,0,0
2468.3,2012,,CZ0523,,1,0,0
3602.6,2011,,CZ0522,,1,0,0
2174.3,2010,,CZ0522,,1,0,0
0,2015,,CZ0522,,1,0,0
3630.5,2009,,CZ0521,,1,0,0
2030.55,2007,,CZ0533,,1,0,0
2304.4,2011,,CZ0534,,1,0,0
1844.7,2013,,CZ0533,,1,0,0
3733.6,2008,,CZ0524,,1,0,0
1570.6,2013,,CZ0524,,1,0,0
4106.9,2010,,CZ0525,,1,0,0
0,2015,,CZ0633,,1,0,0
1288,2008,,CZ0634,,1,0,0
1775.2,2009,,CZ0534,,1,0,0
3637.8,2008,,CZ0534,,1,0,0
1706.8,2012,,CZ0100,,1,0,0
3328.4,2008,,CZ0803,,1,0,0
1466,2009,,CZ0804,,1,0,0
2098.6,2010,,CZ0804,,1,0,0
0,2015,,CZ0805,,1,0,0
0,2015,,CZ0634,,1,0,0
2300.8,2008,,CZ0641,,1,0,0
2765.2,2009,,CZ0642,,1,0,0
3001.1,2012,,CZ0642,,1,0,0
0,2015,,CZ0643,,1,0,0
1839.3,2011,,CZ0711,,1,0,0
385.1,2009,,CZ0647,,1,0,0
755.7,2008,,CZ0647,,1,0,0
3706.9,2011,,CZ0644,,1,0,0
2355.4,2008,,CZ0644,,1,0,0
1324.1,2010,,CZ0646,,1,0,0
1233.5,2009,,CZ0646,,1,0,0
2326.39,2007,,CZ0801,,1,0,0
2395.8,2011,,CZ0803,,1,0,0
4736.5,2010,,CZ0724,,1,0,0
1617.6,2008,,CZ0713,,1,0,0
2003.4,2009,,CZ0713,,1,0,0
0,2015,,CZ0713,,1,0,0
0,2015,,CZ0721,,1,0,0
2733,2011,,CZ0715,,1,0,0
0,2015,,CZ0715,,1,0,0
0,1998,,,CZ020,1,0,0
1922,2004,,,CZ020,1,0,0
0,2000,,,CZ031,1,0,0
2707.6,2012,,,CZ032,1,0,0
3019.3,2007,,,CZ032,1,0,0
3297.8,2001,,,CZ032,1,0,0
2022.2,2009,,,CZ042,1,0,0
0,1995,,,CZ042,1,0,0
0,2000,,,CZ042,1,0,0
4453.1,2003,,,CZ041,1,0,0
2059,2012,,,CZ041,1,0,0
2203.4,2007,,,CZ041,1,0,0
0,2015,,,CZ052,1,0,0
0,1998,,,CZ051,1,0,0
0,2000,,,CZ051,1,0,0
1744.2,2002,,,CZ051,1,0,0
1910.2,2010,,,CZ051,1,0,0
2262.8,2008,,,CZ053,1,0,0
2399.3,2006,,,CZ053,1,0,0
3133.4,2007,,,CZ052,1,0,0
2665.5,2009,,,CZ063,1,0,0
0,2015,,,CZ063,1,0,0
0,1998,,,CZ053,1,0,0
0,1999,,,CZ053,1,0,0
2277.7,2004,,,CZ053,1,0,0
1964.4,2007,,,CZ064,1,0,0
3004.8,2003,,,CZ063,1,0,0
2484.1,2003,,,CZ064,1,0,0
0,1999,,,CZ064,1,0,0
0,1996,,,CZ064,1,0,0
1734.2,2013,,,CZ071,1,0,0
2060.9,2009,,,CZ071,1,0,0
2616.1,2006,,,CZ071,1,0,0
0,2015,,,CZ072,1,0,0
0,1996,,,CZ071,1,0,0
0,1998,,,CZ071,1,0,0
2072.9,2004,,,CZ071,1,0,0
0,2015,,,CZ080,1,0,0
1722.4,2013,,,CZ010,1,0,0
3045.1,2006,,,CZ010,1,0,0
2930,2004,,,CZ010,1,0,0
0,2015,,,CZ010,1,0,0
0,1998,,,CZ080,1,0,0
0,2014,,,CZ000,1,0,0
0,1999,,,CZ000,1,0,0
1454.4,2009,,CZ0201,,1,0,0
